Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;ING.ENCONTABILIDADYAUDITOR�ACPA;1;13;1;13;;;;;;;;;;;;;1;13;;;;;;;;;;;;;;;;;;;;;14;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;COMERCIOINTERNACIONAL;5;4;5;4;;;;;;;;;;;;;5;4;;;;;;;;;;;;;;;;;;;;;9;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;COMERCIOYNEGOCIOSINTERNACIONALES;3;12;3;11;;1;;;;;;;;;;;3;12;;;;;;;;;;;;;;;;;;;;;15;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;INGENIERIACOMERCIALENFASISFINANZAS;;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;INGENIER�ACOMERCIALADMINISTRADOR;5;4;5;4;;;;;;;;;;;;;5;4;;;;;;;;;;;;;;;;;;;;;9;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;INGENIER�ACOMERCIALMENCI�NMERCADOTECNIA;;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;LICENCIATURAENCOMERCIOINTERNACIONAL;;2;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;JURISPRUDENCIA;9;8;9;8;;;;;;;;;;;;;9;8;;;;;;;;;;;;;;;;;;;;;17;1
Grado;Graduado;N/E;ABRIL 2016 - AGOSTO 2016;LING��STICAAPLICADACONMENCIONENENSE�ANZALENGUAS;;3;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;3;1
Grado;Graduado;N/E;OCTUBRE 2016 - FEBRERO 2017;ARQUITECTURA;5;;5;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;5;1
Grado;Graduado;N/E;OCTUBRE 2016 - FEBRERO 2017;AGROPECUARIA;10;;10;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;10;1
Grado;Graduado;N/E;OCTUBRE 2016 - FEBRERO 2017;CIENCIASAMBIENTALESYECODESARROLLO;4;7;4;7;;;;;;;;;;;;;4;7;;;;;;;;;;;;;;;;;;;;;11;1
Grado;Graduado;N/E;OCTUBRE 2016 - FEBRERO 2017;COMUNICACIÓNSOCIAL;9;6;9;6;;;;;;;;;;;;;9;6;;;;;;;;;;;;;;;;;;;;;15;1
Grado;Graduado;N/E;OCTUBRE 2016 - FEBRERO 2017;LICENCIATURAENDISEÑOYPRODUCCIÓNDEVESTUARIO;;5;;4;;1;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;5;1
Grado;Graduado;N/E;OCTUBRE 2016 - FEBRERO 2017;DISE�OGR�FICOYCONTROLDEPROCESOS;8;1;8;1;;;;;;;;;;;;;8;1;;;;;;;;;;;;;;;;;;;;;9;1
Grado;Graduado;N/E;OCTUBRE 2016 - FEBRERO 2017;DISE�OGR�FICOYCONTROLDEPROCESOS;3;;3;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;3;1
Grado;Graduado;N/E;OCTUBRE 2016 - FEBRERO 2017;TURISMO;2;2;2;1;;;;1;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;4;1
Grado;Graduado;N/E;OCTUBRE 2016 - FEBRERO 2017;HOTELER�A;3;4;2;4;;;1;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;7;1
